group_tropes,sentence_pattern_parsed,genres,contains_characters,separate_trope_words,trope,sentence_subjectivity,sentence_polarity,sentence_modality,spoiler
unknown_trope,important second,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Chekhovs Gunman,ChekhovsGunman,OBJECTIVE,POSITIVE,NOT_FACTUAL,False
unknown_trope,NNP seem inject,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Darker Edgier,DarkerAndEdgier,OBJECTIVE,POSITIVE,NOT_FACTUAL,False
death_trope,NNP leave believe die grow,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Dead Man Writing,DeadManWriting,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP turn NNP turn,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Defector Decadence,DefectorFromDecadence,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,NNP reach regard find NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Despair Event Horizon,DespairEventHorizon,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,realise able stop NNP kill,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Despair Event Horizon,DespairEventHorizon,SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,NNP push NNP trick drink,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Despair Event Horizon,DespairEventHorizon,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,happen NNP may evil,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Despair Event Horizon,DespairEventHorizon,VERY_SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
climactic_episode_trope ending_trope plot_twist_trope,NNP come NNP steal alive NNP spectacular pull,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Deus Ex Machina,DeusExMachina,OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,make explicit make NNP NNP NNP ominous black,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Master Race,MasterRace,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP imply become,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Evil Feels Good,EvilFeelsGood,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP transform,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Face Cam,FaceCam,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,alive enough feel dead enough survive major lead dissect first later conscious,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Fate Worse Death,FateWorseThanDeath,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,trap several decay ca sustain ca recover sustain feel decompose,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Fate Worse Death,FateWorseThanDeath,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP tend act several NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Faux Affably Evil,FauxAffablyEvil,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
action_adventure_trope,NNP summons eerie toss ghostly,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Foe Tossing Charge,FoeTossingCharge,SUBJECTIVE,NEGATIVE,FACTUAL,True
action_adventure_trope,repeat,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Foe Tossing Charge,FoeTossingCharge,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,NNP expose burnt see mark NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Foreshadowing,Foreshadowing,SUBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,NNP NNP mark NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Foreshadowing,Foreshadowing,VERY_SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,much NNP NNP NNP NNP ironic,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Foe Yay,FoeYay,VERY_SUBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,NNP imply hate see happy tear,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Freudian Excuse,FreudianExcuse,VERY_SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,NNP NNP make want make vampire-dad proud,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Freudian Excuse,FreudianExcuse,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP turn kill NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Ghostly Goals,GhostlyGoals,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,alive kill NNP manage induce partial need rescue,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Heroic Sacrifice,HeroicSacrifice,OBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,end suffer major,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Heroic Sacrifice,HeroicSacrifice,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,used make powerful,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Holy Burns Evil,HolyBurnsEvil,SUBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,multiple repel become,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Holy Burns Evil,HolyBurnsEvil,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP say go come make,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Horror Hunger,HorrorHunger,OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Ate,IAteWhat,SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,former NNP NNP NNP latter,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Ate,IAteWhat,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,NNP beg NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Cannot Self Terminate,ICannotSelfTerminate,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,subvert NNP NNP hate,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Hate Vampire Dad,IHateYouVampireDad,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,subverted NNP NNP verbal spar,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Know Somewhere Fight,IKnowYouAreInThereSomewhereFight,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,several long-delayed NNP NNP NNP past turn NNP go,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Ironic Echo,IronicEcho,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP try get NNP try convince find NNP pathetic NNP know NNP keep,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Shall Taunt,IShallTauntYou,VERY_SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
death_trope,NNP kick realise go stick wear,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Jacob Marley Apparel,JacobMarleyApparel,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Friends,JustFriends,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
death_trope,NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Killed Real,KilledOffForReal,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,first NNP NNP kill,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Killed Real,KilledOffForReal,OBJECTIVE,POSITIVE,FACTUAL,True
death_trope,original dead NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Killed Real,KilledOffForReal,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,seem think supernatural holy NNP seem lean,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Knights Templar,KnightsTemplar,SUBJECTIVE,POSITIVE,NOT_FACTUAL,False
unknown_trope,NNP invent wolf-shap NNP NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Manipulative Bastard,ManipulativeBastard,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Manipulative Bastard,ManipulativeBastard,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,play NNP NNP realise ca guide NNP manipulate NNP NNP drive,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Manipulative Bastard,ManipulativeBastard,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,false give NNP major,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Meaningful Name,MeaningfulName,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP NNP state first,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Meaningful Name,MeaningfulName,SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,NNP NNP NNP prophecy defeat prevent,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Messiah,TheMessiah,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Messiah,TheMessiah,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,rely save form cohesive NNP NNP NNP come first,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Messiah,TheMessiah,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP tend throw angry NNP used stop,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Mind Matter,MindOverMatter,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,NNP NNP NNP seem make know laugh cry,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Mood Whiplash,MoodWhiplash,OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
action_adventure_trope spoilered_rotten_trope,NNP kill NNP may resolve turn involve keep supernatural wrapped NNP become notorious enough target loyal NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Nice Job Breaking Hero,NiceJobBreakingItHero,SUBJECTIVE,POSITIVE,NOT_FACTUAL,True
action_adventure_trope spoilered_rotten_trope,get get worse,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Nice Job Breaking Hero,NiceJobBreakingItHero,OBJECTIVE,NEGATIVE,FACTUAL,True
action_adventure_trope spoilered_rotten_trope,NNP go silence turn NNP discover NNP murder NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Nice Job Breaking Hero,NiceJobBreakingItHero,OBJECTIVE,POSITIVE,NOT_FACTUAL,True
action_adventure_trope spoilered_rotten_trope,lead NNP get NNP arrest whole supernatural break worse NNP wipe get,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Nice Job Breaking Hero,NiceJobBreakingItHero,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,attempt NNP NNP pulse-pound know NNP pathetic,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Non Action Guy,NonActionGuy,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP NNP NNP NNP NNP NNP refer,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Name Given,NoNameGiven,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,learn first kill,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Name Given,NoNameGiven,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,let forget NNP NNP know last,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Name Given,NoNameGiven,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
narrative_device_trope,subvert NNP NNP play,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Afraid Anymore,NotAfraidOfYouAnymore,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,NNP get stand NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Afraid Anymore,NotAfraidOfYouAnymore,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,call come introduced,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Demons Different,OurDemonsAreDifferent,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP NNP NNP date,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Vampires Different,OurVampiresAreDifferent,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,kill wind unlikely NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Vampires Different,OurVampiresAreDifferent,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,need enter mobile count,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Vampires Different,OurVampiresAreDifferent,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,old call NNP NNP NNP old enter uninvited unaffected,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Vampires Different,OurVampiresAreDifferent,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,ignore repel holy consume,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Vampires Different,OurVampiresAreDifferent,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,suppress stay unpleasant,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Werewolves Different,OurWerewolvesAreDifferent,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,carry latent human lead full rapid rapid NNP get stab NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Werewolves Different,OurWerewolvesAreDifferent,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,supernatural,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Werewolves Different,OurWerewolvesAreDifferent,SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,extreme possible change full heal suffer die multiple,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Werewolves Different,OurWerewolvesAreDifferent,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP toxic burn kill consume,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Werewolves Different,OurWerewolvesAreDifferent,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,fourth,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Werewolves Different,OurWerewolvesAreDifferent,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,pull NNP shape,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Paranoia Gambit,ParanoiaGambit,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,NNP talk NNP NNP NNP responsible NNP NNP NNP tell get NNP wolf-shaped prove trust NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Poor Communication Kills,PoorCommunicationKills,OBJECTIVE,POSITIVE,FACTUAL,True
narrative_device_trope,lead,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Poor Communication Kills,PoorCommunicationKills,OBJECTIVE,NEGATIVE,FACTUAL,True
plot_twist_trope,seem become different third read NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Prophetic Fallacy,PropheticFallacy,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP reveal become vampire NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Putting Reich,PuttingOnTheReich,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,entire end NNP conceive NNP NNP cast NNP know lose NNP want give good,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Real Life Writes Plot,RealLifeWritesThePlot,SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,may hyberbole claim meet NNP old seem definite,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Really Seven Hundred Years Old,ReallySevenHundredYearsOld,OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,lia create whole wolf-shap make NNP paranoid meet,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:TRUE,Self Fulfilling Prophecy,SelfFulfillingProphecy,OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,NNP speculate NNP important believe,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Self Fulfilling Prophecy,SelfFulfillingProphecy,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,live wait save give get rid NNP NNP,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Self Fulfilling Prophecy,SelfFulfillingProphecy,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,die blow,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Self Fulfilling Prophecy,SelfFulfillingProphecy,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP say say NNP find would get full,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Sick Wrong,SickAndWrong,OBJECTIVE,POSITIVE,NOT_FACTUAL,True
unknown_trope,,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Stronger Age,StrongerWithAge,OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,prevent successful,genre_Comedy Drama Fantasy Horror,CONTAINS_CHARACTERS:FALSE,Sufficiently Analyzed Magic,SufficientlyAnalyzedMagic,SUBJECTIVE,POSITIVE,FACTUAL,False
